,比赛日期,主队,比分,客队
3391,2012-04-29 23:00,热刺,2-0,布莱克本
3392,2012-04-29 20:30,切尔西,6-1,巡游者
3393,2012-04-29 00:30,诺维奇,0-3,利物浦
3394,2012-04-28 22:00,维冈,4-0,纽卡斯
3395,2012-04-28 22:00,西布罗姆,0-0,维拉
3396,2012-04-28 22:00,斯旺西,4-4,狼队
3397,2012-04-28 22:00,桑德兰,2-2,博尔顿
3398,2012-04-28 22:00,斯托克,1-1,阿森纳
3399,2012-04-28 22:00,埃弗顿,4-0,富勒姆
3400,2012-05-09 03:00,利物浦,4-1,切尔西
3401,2012-05-08 03:00,布莱克本,0-1,维冈
3402,2012-05-06 23:00,曼联,2-0,斯旺西
3403,2012-05-06 21:00,巡游者,1-0,斯托克
3404,2012-05-06 21:00,狼队,0-0,埃弗顿
3405,2012-05-06 21:00,富勒姆,2-1,桑德兰
3406,2012-05-06 21:00,博尔顿,2-2,西布罗姆
3407,2012-05-06 21:00,维拉,1-1,热刺
3408,2012-05-06 20:30,纽卡斯,0-2,曼城
3409,2012-05-05 19:45,阿森纳,3-3,诺维奇
3410,2012-05-13 22:00,切尔西,2-1,布莱克本
3411,2012-05-13 22:00,西布罗姆,2-3,阿森纳
3412,2012-05-13 22:00,热刺,2-0,富勒姆
3413,2012-05-13 22:00,斯旺西,1-0,利物浦
3414,2012-05-13 22:00,桑德兰,0-1,曼联
3415,2012-05-13 22:00,斯托克,2-2,博尔顿
3416,2012-05-13 22:00,诺维奇,2-0,维拉
3417,2012-05-13 22:00,曼城,3-2,巡游者
3418,2012-05-13 22:00,埃弗顿,3-1,纽卡斯
3419,2012-05-13 22:00,维冈,3-2,狼队
3420,2012-08-21 03:00,埃弗顿,1-0,曼联
3421,2012-08-19 23:00,曼城,3-2,南安普
3422,2012-08-19 20:30,维冈,0-2,切尔西
3423,2012-08-19 00:30,纽卡斯,2-1,热刺
3424,2012-08-18 22:00,西汉姆,1-0,维拉
3425,2012-08-18 22:00,西布罗姆,3-0,利物浦
3426,2012-08-18 22:00,雷丁,1-1,斯托克
3427,2012-08-18 22:00,巡游者,0-5,斯旺西
3428,2012-08-18 22:00,富勒姆,5-0,诺维奇
3429,2012-08-18 22:00,阿森纳,0-0,桑德兰
3430,2012-12-12 03:45,桑德兰,3-0,雷丁
3431,2012-08-26 23:00,利物浦,2-2,曼城
3432,2012-08-26 20:30,斯托克,0-0,阿森纳
3433,2012-08-26 00:30,切尔西,2-0,纽卡斯
3434,2012-08-25 22:00,维拉,1-3,埃弗顿
3435,2012-08-25 22:00,南安普,0-2,维冈
3436,2012-08-25 22:00,诺维奇,1-1,巡游者
3437,2012-08-25 22:00,曼联,3-2,富勒姆
3438,2012-08-25 22:00,热刺,1-1,西布罗姆
3439,2012-08-25 19:45,斯旺西,3-0,西汉姆
3440,2012-09-02 23:00,纽卡斯,1-1,维拉
3441,2012-09-02 23:00,南安普,2-3,曼联
3442,2012-09-02 20:30,利物浦,0-2,阿森纳
3443,2012-09-02 00:30,曼城,3-1,巡游者
3444,2012-09-01 22:00,维冈,2-2,斯托克
3445,2012-09-01 22:00,西布罗姆,2-0,埃弗顿
3446,2012-09-01 22:00,热刺,1-1,诺维奇
3447,2012-09-01 22:00,斯旺西,2-2,桑德兰
3448,2012-09-01 19:45,西汉姆,3-0,富勒姆
3449,2012-08-23 02:45,切尔西,4-2,雷丁
3450,2012-09-18 03:00,埃弗顿,2-2,纽卡斯
3451,2012-09-16 23:00,雷丁,1-3,热刺
3452,2012-09-16 00:30,桑德兰,1-1,利物浦
3453,2012-09-15 22:00,斯托克,1-1,曼城
3454,2012-09-15 22:00,巡游者,0-0,切尔西
3455,2012-09-15 22:00,阿森纳,6-1,南安普
3456,2012-09-15 22:00,曼联,4-0,维冈
3457,2012-09-15 22:00,富勒姆,3-0,西布罗姆
3458,2012-09-15 22:00,维拉,2-0,斯旺西
3459,2012-09-15 19:45,诺维奇,0-0,西汉姆
3460,2012-09-23 23:00,曼城,1-1,阿森纳
3461,2012-09-23 23:00,热刺,2-1,巡游者
3462,2012-09-23 22:00,纽卡斯,1-0,诺维奇
3463,2012-09-23 20:30,利物浦,1-2,曼联
3464,2012-09-22 22:00,切尔西,1-0,斯托克
3465,2012-09-22 22:00,西汉姆,1-1,桑德兰
3466,2012-09-22 22:00,西布罗姆,1-0,雷丁
3467,2012-09-22 22:00,维冈,1-2,富勒姆
3468,2012-09-22 22:00,南安普,4-1,维拉
3469,2012-09-22 19:45,斯旺西,0-3,埃弗顿
3470,2012-10-02 03:00,巡游者,1-2,西汉姆
3471,2012-09-30 23:00,维拉,1-1,西布罗姆
3472,2012-09-30 00:30,曼联,2-3,热刺
3473,2012-09-29 22:00,桑德兰,1-0,维冈
3474,2012-09-29 22:00,斯托克,2-0,斯旺西
3475,2012-09-29 22:00,雷丁,2-2,纽卡斯
3476,2012-09-29 22:00,诺维奇,2-5,利物浦
3477,2012-09-29 22:00,富勒姆,1-2,曼城
3478,2012-09-29 22:00,埃弗顿,3-1,南安普
3479,2012-09-29 19:45,阿森纳,1-2,切尔西
3480,2012-10-07 23:00,纽卡斯,0-3,曼联
3481,2012-10-07 22:00,利物浦,0-0,斯托克
3482,2012-10-07 22:00,热刺,2-0,维拉
3483,2012-10-07 20:30,南安普,2-2,富勒姆
3484,2012-10-07 00:30,西汉姆,1-3,阿森纳
3485,2012-10-06 22:00,切尔西,4-1,诺维奇
3486,2012-10-06 22:00,西布罗姆,3-2,巡游者
3487,2012-10-06 22:00,斯旺西,2-2,雷丁
3488,2012-10-06 22:00,维冈,2-2,埃弗顿
3489,2012-10-06 19:45,曼城,3-0,桑德兰
3490,2012-10-21 23:00,巡游者,1-1,埃弗顿
3491,2012-10-21 20:30,桑德兰,1-1,纽卡斯
3492,2012-10-21 00:30,诺维奇,1-0,阿森纳
3493,2012-10-20 22:00,西布罗姆,1-2,曼城
3494,2012-10-20 22:00,斯旺西,2-1,维冈
3495,2012-10-20 22:00,富勒姆,1-0,维拉
3496,2012-10-20 22:00,曼联,4-2,斯托克
3497,2012-10-20 22:00,利物浦,1-0,雷丁
3498,2012-10-20 22:00,西汉姆,4-1,南安普
3499,2012-10-20 19:45,热刺,2-4,切尔西
3500,2012-10-28 23:59,切尔西,2-3,曼联
3501,2012-10-28 23:00,纽卡斯,2-1,西布罗姆
3502,2012-10-28 23:00,南安普,1-2,热刺
3503,2012-10-28 21:30,埃弗顿,2-2,利物浦
3504,2012-10-28 00:30,曼城,1-0,斯旺西
3505,2012-10-27 22:00,斯托克,0-0,桑德兰
3506,2012-10-27 22:00,雷丁,3-3,富勒姆
3507,2012-10-27 22:00,阿森纳,1-0,巡游者
3508,2012-10-27 22:00,维冈,2-1,西汉姆
3509,2012-10-27 19:45,维拉,1-1,诺维奇
3510,2012-11-06 04:00,西布罗姆,2-0,南安普
3511,2012-11-04 23:59,利物浦,1-1,纽卡斯
3512,2012-11-04 21:30,巡游者,1-1,雷丁
3513,2012-11-04 01:30,西汉姆,0-0,曼城
3514,2012-11-03 23:00,热刺,0-1,维冈
3515,2012-11-03 23:00,斯旺西,1-1,切尔西
3516,2012-11-03 23:00,桑德兰,0-1,维拉
3517,2012-11-03 23:00,诺维奇,1-0,斯托克
3518,2012-11-03 23:00,富勒姆,2-2,埃弗顿
3519,2012-11-03 20:45,曼联,2-1,阿森纳
3520,2012-11-11 23:59,切尔西,1-1,利物浦
3521,2012-11-11 23:00,纽卡斯,0-1,西汉姆
3522,2012-11-11 21:30,曼城,2-1,热刺
3523,2012-11-11 01:30,维拉,2-3,曼联
3524,2012-11-10 23:00,斯托克,1-0,巡游者
3525,2012-11-10 23:00,南安普,1-1,斯旺西
3526,2012-11-10 23:00,雷丁,0-0,诺维奇
3527,2012-11-10 23:00,阿森纳,3-3,富勒姆
3528,2012-11-10 23:00,埃弗顿,2-1,桑德兰
3529,2012-11-10 23:00,维冈,1-2,西布罗姆
3530,2012-11-20 04:00,西汉姆,1-1,斯托克
3531,2012-11-18 23:59,富勒姆,1-3,桑德兰
3532,2012-11-18 01:30,诺维奇,1-0,曼联
3533,2012-11-17 23:00,曼城,5-0,维拉
3534,2012-11-17 23:00,纽卡斯,1-2,斯旺西
3535,2012-11-17 23:00,利物浦,3-0,维冈
3536,2012-11-17 23:00,巡游者,1-3,南安普
3537,2012-11-17 23:00,雷丁,2-1,埃弗顿
3538,2012-11-17 23:00,西布罗姆,2-1,切尔西
3539,2012-11-17 20:45,阿森纳,5-2,热刺
3540,2012-11-25 23:59,切尔西,0-0,曼城
3541,2012-11-25 23:59,热刺,3-1,西汉姆
3542,2012-11-25 23:00,南安普,2-0,纽卡斯
3543,2012-11-25 21:30,斯旺西,0-0,利物浦
3544,2012-11-25 01:30,维拉,0-0,阿森纳
3545,2012-11-24 23:00,斯托克,1-0,富勒姆
3546,2012-11-24 23:00,曼联,3-1,巡游者
3547,2012-11-24 23:00,埃弗顿,1-1,诺维奇
3548,2012-11-24 23:00,维冈,3-2,雷丁
3549,2012-11-24 20:45,桑德兰,2-4,西布罗姆
3550,2012-11-29 04:00,曼联,1-0,西汉姆
3551,2012-11-29 04:00,维冈,0-2,曼城
3552,2012-11-29 03:45,埃弗顿,1-1,阿森纳
3553,2012-11-29 03:45,切尔西,0-0,富勒姆
3554,2012-11-29 03:45,热刺,2-1,利物浦
3555,2012-11-29 03:45,斯旺西,3-1,西布罗姆
3556,2012-11-29 03:45,斯托克,2-1,纽卡斯
3557,2012-11-29 03:45,南安普,1-1,诺维奇
3558,2012-11-28 04:00,维拉,1-0,雷丁
3559,2012-11-28 03:45,桑德兰,0-0,巡游者
3560,2012-12-04 04:00,纽卡斯,3-0,维冈
3561,2012-12-02 23:59,诺维奇,2-1,桑德兰
3562,2012-12-02 01:30,雷丁,3-4,曼联
3563,2012-12-01 23:00,西布罗姆,0-1,斯托克
3564,2012-12-01 23:00,巡游者,1-1,维拉
3565,2012-12-01 23:00,阿森纳,0-2,斯旺西
3566,2012-12-01 23:00,曼城,1-1,埃弗顿
3567,2012-12-01 23:00,利物浦,1-0,南安普
3568,2012-12-01 23:00,富勒姆,0-3,热刺
3569,2012-12-01 20:45,西汉姆,3-1,切尔西
3570,2012-12-11 04:00,富勒姆,2-1,纽卡斯
3571,2012-12-09 23:59,西汉姆,2-3,利物浦
3572,2012-12-09 23:00,埃弗顿,2-1,热刺
3573,2012-12-09 21:30,曼城,2-3,曼联
3574,2012-12-08 23:00,阿森纳,2-0,西布罗姆
3575,2012-12-08 23:00,斯旺西,3-4,诺维奇
3576,2012-12-08 23:00,桑德兰,1-3,切尔西
3577,2012-12-08 23:00,南安普,1-0,雷丁
3578,2012-12-08 23:00,维拉,0-0,斯托克
3579,2012-12-08 23:00,维冈,2-2,巡游者
3580,2013-01-17 03:45,切尔西,2-2,南安普
3581,2012-12-18 04:00,雷丁,2-5,阿森纳
3582,2012-12-16 23:59,西布罗姆,0-0,西汉姆
3583,2012-12-16 21:30,热刺,1-0,斯旺西
3584,2012-12-15 23:00,诺维奇,2-1,维冈
3585,2012-12-15 23:00,曼联,3-1,桑德兰
3586,2012-12-15 23:00,利物浦,1-3,维拉
3587,2012-12-15 23:00,斯托克,1-1,埃弗顿
3588,2012-12-15 23:00,巡游者,2-1,富勒姆
3589,2012-12-15 20:45,纽卡斯,1-3,曼城
3590,2012-12-23 23:59,切尔西,8-0,维拉
3591,2012-12-23 21:30,斯旺西,1-1,曼联
3592,2012-12-23 01:30,利物浦,4-0,富勒姆
3593,2012-12-22 23:00,曼城,1-0,雷丁
3594,2012-12-22 23:00,纽卡斯,1-0,巡游者
3595,2012-12-22 23:00,南安普,0-1,桑德兰
3596,2012-12-22 23:00,热刺,0-0,斯托克
3597,2012-12-22 23:00,西布罗姆,2-1,诺维奇
3598,2012-12-22 23:00,西汉姆,1-2,埃弗顿
3599,2012-12-22 20:45,维冈,0-1,阿森纳
3600,2013-01-24 03:45,阿森纳,5-1,西汉姆
3601,2012-12-27 03:45,斯托克,3-1,利物浦
3602,2012-12-27 01:30,维拉,0-4,热刺
3603,2012-12-26 23:10,巡游者,1-2,西布罗姆
3604,2012-12-26 23:00,雷丁,0-0,斯旺西
3605,2012-12-26 23:00,诺维奇,0-1,切尔西
3606,2012-12-26 23:00,曼联,4-3,纽卡斯
3607,2012-12-26 23:00,富勒姆,1-1,南安普
3608,2012-12-26 23:00,埃弗顿,2-1,维冈
3609,2012-12-26 23:00,桑德兰,1-0,曼城
3610,2012-12-30 23:59,巡游者,0-3,利物浦
3611,2012-12-30 21:30,埃弗顿,1-2,切尔西
3612,2012-12-30 01:30,阿森纳,7-3,纽卡斯
3613,2012-12-29 23:00,斯托克,3-3,南安普
3614,2012-12-29 23:00,雷丁,1-0,西汉姆
3615,2012-12-29 23:00,诺维奇,3-4,曼城
3616,2012-12-29 23:00,曼联,2-0,西布罗姆
3617,2012-12-29 23:00,富勒姆,1-2,斯旺西
3618,2012-12-29 23:00,维拉,0-3,维冈
3619,2012-12-29 20:45,桑德兰,1-2,热刺
3620,2013-01-03 04:00,纽卡斯,1-2,埃弗顿
3621,2013-01-03 03:45,切尔西,0-1,巡游者
3622,2013-01-03 03:45,利物浦,3-0,桑德兰
3623,2013-01-02 01:30,南安普,1-1,阿森纳
3624,2013-01-01 23:00,西汉姆,2-1,诺维奇
3625,2013-01-01 23:00,热刺,3-1,雷丁
3626,2013-01-01 23:00,斯旺西,2-2,维拉
3627,2013-01-01 23:00,曼城,3-0,斯托克
3628,2013-01-01 23:00,维冈,0-4,曼联
3629,2013-01-01 20:45,西布罗姆,1-2,富勒姆
3630,2013-01-13 23:59,阿森纳,0-2,曼城
3631,2013-01-13 21:30,曼联,2-1,利物浦
3632,2013-01-12 23:00,斯托克,0-4,切尔西
3633,2013-01-12 23:00,雷丁,3-2,西布罗姆
3634,2013-01-12 23:00,诺维奇,0-0,纽卡斯
3635,2013-01-12 23:00,富勒姆,1-1,维冈
3636,2013-01-12 23:00,埃弗顿,0-0,斯旺西
3637,2013-01-12 23:00,维拉,0-1,南安普
3638,2013-01-12 23:00,桑德兰,3-0,西汉姆
3639,2013-01-12 20:45,巡游者,0-0,热刺
3640,2013-01-22 04:00,南安普,0-0,埃弗顿
3641,2013-01-20 23:59,热刺,1-1,曼联
3642,2013-01-20 21:30,切尔西,2-1,阿森纳
3643,2013-01-20 01:30,西布罗姆,2-2,维拉
3644,2013-01-19 23:00,西汉姆,1-1,巡游者
3645,2013-01-19 23:00,斯旺西,3-1,斯托克
3646,2013-01-19 23:00,纽卡斯,1-2,雷丁
3647,2013-01-19 23:00,曼城,2-0,富勒姆
3648,2013-01-19 23:00,利物浦,5-0,诺维奇
3649,2013-01-19 23:00,维冈,2-3,桑德兰
3650,2013-01-31 04:00,富勒姆,3-1,西汉姆
3651,2013-01-31 04:00,雷丁,2-2,切尔西
3652,2013-01-31 04:00,曼联,2-1,南安普
3653,2013-01-31 03:45,诺维奇,1-1,热刺
3654,2013-01-31 03:45,埃弗顿,2-1,西布罗姆
3655,2013-01-31 03:45,阿森纳,2-2,利物浦
3656,2013-01-30 03:45,巡游者,0-0,曼城
3657,2013-01-30 03:45,维拉,1-2,纽卡斯
3658,2013-01-30 03:45,斯托克,2-2,维冈
3659,2013-01-30 03:45,桑德兰,0-0,斯旺西
3660,2013-02-03 23:59,曼城,2-2,利物浦
3661,2013-02-03 21:30,西布罗姆,0-1,热刺
3662,2013-02-03 01:30,富勒姆,0-1,曼联
3663,2013-02-02 23:00,阿森纳,1-0,斯托克
3664,2013-02-02 23:00,西汉姆,1-0,斯旺西
3665,2013-02-02 23:00,雷丁,2-1,桑德兰
3666,2013-02-02 23:00,维冈,2-2,南安普
3667,2013-02-02 23:00,纽卡斯,3-2,切尔西
3668,2013-02-02 23:00,埃弗顿,3-3,维拉
3669,2013-02-02 20:45,巡游者,0-0,诺维奇
3670,2013-02-12 04:00,利物浦,0-2,西布罗姆
3671,2013-02-10 23:59,曼联,2-0,埃弗顿
3672,2013-02-10 21:30,维拉,2-1,西汉姆
3673,2013-02-10 01:30,南安普,3-1,曼城
3674,2013-02-09 23:00,斯旺西,4-1,巡游者
3675,2013-02-09 23:00,桑德兰,0-1,阿森纳
3676,2013-02-09 23:00,斯托克,2-1,雷丁
3677,2013-02-09 23:00,切尔西,4-1,维冈
3678,2013-02-09 23:00,诺维奇,0-0,富勒姆
3679,2013-02-09 20:45,热刺,2-1,纽卡斯
3680,2013-02-26 04:00,西汉姆,2-3,热刺
3681,2013-02-24 21:30,曼城,2-0,切尔西
3682,2013-02-24 21:30,纽卡斯,4-2,南安普
3683,2013-02-23 23:00,西布罗姆,2-1,桑德兰
3684,2013-02-23 23:00,雷丁,0-3,维冈
3685,2013-02-23 23:00,巡游者,0-2,曼联
3686,2013-02-23 23:00,诺维奇,2-1,埃弗顿
3687,2013-02-23 23:00,阿森纳,2-1,维拉
3688,2013-02-23 20:45,富勒姆,1-0,斯托克
3689,2013-02-17 23:00,利物浦,5-0,斯旺西
3690,2013-03-05 04:00,维拉,0-1,曼城
3691,2013-03-03 23:59,热刺,2-1,阿森纳
3692,2013-03-03 01:30,维冈,0-4,利物浦
3693,2013-03-02 23:00,曼联,4-0,诺维奇
3694,2013-03-02 23:00,南安普,1-2,巡游者
3695,2013-03-02 23:00,埃弗顿,3-1,雷丁
3696,2013-03-02 23:00,桑德兰,2-2,富勒姆
3697,2013-03-02 23:00,斯旺西,1-0,纽卡斯
3698,2013-03-02 23:00,切尔西,1-0,西布罗姆
3699,2013-03-02 23:00,斯托克,0-1,西汉姆
3700,2013-04-18 03:00,富勒姆,0-3,切尔西
3701,2013-04-18 02:45,西汉姆,2-2,曼联
3702,2013-04-18 02:45,曼城,1-0,维冈
3703,2013-04-17 02:45,阿森纳,0-0,埃弗顿
3704,2013-03-10 23:59,利物浦,3-2,热刺
3705,2013-03-10 23:00,纽卡斯,2-1,斯托克
3706,2013-03-09 23:00,巡游者,3-1,桑德兰
3707,2013-03-09 23:00,雷丁,1-2,维拉
3708,2013-03-09 23:00,西布罗姆,2-1,斯旺西
3709,2013-03-09 23:00,诺维奇,0-0,南安普
3710,2013-03-17 23:59,维冈,2-1,纽卡斯
3711,2013-03-17 23:59,切尔西,2-0,西汉姆
3712,2013-03-17 23:00,热刺,0-1,富勒姆
3713,2013-03-17 21:30,桑德兰,1-1,诺维奇
3714,2013-03-17 01:30,曼联,1-0,雷丁
3715,2013-03-16 23:00,斯旺西,0-2,阿森纳
3716,2013-03-16 23:00,斯托克,0-0,西布罗姆
3717,2013-03-16 23:00,南安普,3-1,利物浦
3718,2013-03-16 23:00,维拉,3-2,巡游者
3719,2013-03-16 20:45,埃弗顿,2-0,曼城
3720,2013-04-02 03:00,富勒姆,3-2,巡游者
3721,2013-03-31 20:30,维拉,1-2,利物浦
3722,2013-03-31 01:30,埃弗顿,1-0,斯托克
3723,2013-03-30 23:00,阿森纳,4-1,雷丁
3724,2013-03-30 23:00,西汉姆,3-1,西布罗姆
3725,2013-03-30 23:00,斯旺西,1-2,热刺
3726,2013-03-30 23:00,南安普,2-1,切尔西
3727,2013-03-30 23:00,曼城,4-0,纽卡斯
3728,2013-03-30 23:00,维冈,1-0,诺维奇
3729,2013-03-30 20:45,桑德兰,0-1,曼联
3730,2013-04-09 03:00,曼联,1-2,曼城
3731,2013-04-07 23:10,巡游者,1-1,维冈
3732,2013-04-07 22:00,切尔西,2-1,桑德兰
3733,2013-04-07 22:00,纽卡斯,1-0,富勒姆
3734,2013-04-07 21:05,热刺,2-2,埃弗顿
3735,2013-04-07 20:30,利物浦,0-0,西汉姆
3736,2013-04-06 22:00,诺维奇,2-2,斯旺西
3737,2013-04-06 22:00,斯托克,1-3,维拉
3738,2013-04-06 22:00,西布罗姆,1-2,阿森纳
3739,2013-04-06 19:45,雷丁,0-2,南安普
3740,2013-05-09 02:45,切尔西,2-2,热刺
3741,2013-05-08 02:45,维冈,2-3,斯旺西
3742,2013-05-08 02:45,曼城,1-0,西布罗姆
3743,2013-04-14 21:05,斯托克,0-2,曼联
3744,2013-04-14 19:00,纽卡斯,0-3,桑德兰
3745,2013-04-13 22:00,埃弗顿,2-0,巡游者
3746,2013-04-13 22:00,雷丁,0-0,利物浦
3747,2013-04-13 22:00,南安普,1-1,西汉姆
3748,2013-04-13 22:00,维拉,1-1,富勒姆
3749,2013-04-13 22:00,阿森纳,3-1,诺维奇
3750,2013-04-23 03:00,曼联,3-0,维拉
3751,2013-04-21 23:00,利物浦,2-2,切尔西
3752,2013-04-21 20:30,热刺,3-1,曼城
3753,2013-04-20 22:00,富勒姆,0-1,阿森纳
3754,2013-04-20 22:00,西布罗姆,1-1,纽卡斯
3755,2013-04-20 22:00,斯旺西,0-0,南安普
3756,2013-04-20 22:00,桑德兰,1-0,埃弗顿
3757,2013-04-20 22:00,巡游者,0-2,斯托克
3758,2013-04-20 22:00,诺维奇,2-1,雷丁
3759,2013-04-20 22:00,西汉姆,2-0,维冈
3760,2013-04-30 03:00,维拉,6-1,桑德兰
3761,2013-04-28 23:00,阿森纳,1-1,曼联
3762,2013-04-28 22:00,切尔西,2-0,斯旺西
3763,2013-04-28 20:30,雷丁,0-0,巡游者
3764,2013-04-28 00:30,纽卡斯,0-6,利物浦
3765,2013-04-27 22:00,埃弗顿,1-0,富勒姆
3766,2013-04-27 22:00,南安普,0-3,西布罗姆
3767,2013-04-27 22:00,斯托克,1-0,诺维奇
3768,2013-04-27 22:00,维冈,2-2,热刺
3769,2013-04-27 19:45,曼城,2-1,西汉姆
3770,2013-05-07 03:00,桑德兰,1-1,斯托克
3771,2013-05-05 23:00,曼联,0-1,切尔西
3772,2013-05-05 20:30,利物浦,0-0,埃弗顿
3773,2013-05-05 00:30,巡游者,0-1,阿森纳
3774,2013-05-04 22:30,热刺,1-0,南安普
3775,2013-05-04 22:00,西布罗姆,2-3,维冈
3776,2013-05-04 22:00,斯旺西,0-0,曼城
3777,2013-05-04 22:00,富勒姆,2-4,雷丁
3778,2013-05-04 22:00,诺维奇,1-2,维拉
3779,2013-05-04 22:00,西汉姆,0-0,纽卡斯
3780,2013-05-15 03:00,雷丁,0-2,曼城
3781,2013-05-15 02:45,阿森纳,4-1,维冈
3782,2013-05-12 23:00,曼联,2-1,斯旺西
3783,2013-05-12 22:00,巡游者,1-2,纽卡斯
3784,2013-05-12 22:00,诺维奇,4-0,西布罗姆
3785,2013-05-12 22:00,富勒姆,1-3,利物浦
3786,2013-05-12 22:00,埃弗顿,2-0,西汉姆
3787,2013-05-12 22:00,桑德兰,1-1,南安普
3788,2013-05-12 20:30,斯托克,1-2,热刺
3789,2013-05-11 19:45,维拉,1-2,切尔西
3790,2013-05-19 23:00,切尔西,2-1,埃弗顿
3791,2013-05-19 23:00,西汉姆,4-2,雷丁
3792,2013-05-19 23:00,西布罗姆,5-5,曼联
3793,2013-05-19 23:00,热刺,1-0,桑德兰
3794,2013-05-19 23:00,斯旺西,0-3,富勒姆
3795,2013-05-19 23:00,南安普,1-1,斯托克
3796,2013-05-19 23:00,纽卡斯,0-1,阿森纳
3797,2013-05-19 23:00,曼城,2-3,诺维奇
3798,2013-05-19 23:00,利物浦,1-0,巡游者
3799,2013-05-19 23:00,维冈,2-2,维拉
3800,2013-08-20 03:00,曼城,4-0,纽卡斯
3801,2013-08-18 23:00,切尔西,2-0,赫尔城
3802,2013-08-18 20:30,水晶宫,0-1,热刺
3803,2013-08-18 00:30,斯旺西,1-4,曼联
3804,2013-08-17 22:00,阿森纳,1-3,维拉
3805,2013-08-17 22:00,西布罗姆,0-1,南安普
3806,2013-08-17 22:00,桑德兰,0-1,富勒姆
3807,2013-08-17 22:00,诺维奇,2-2,埃弗顿
3808,2013-08-17 22:00,西汉姆,2-0,加的夫
3809,2013-08-17 19:45,利物浦,1-0,斯托克
3810,2013-08-27 03:00,曼联,0-0,切尔西
3811,2013-08-25 23:00,热刺,1-0,斯旺西
3812,2013-08-25 23:00,加的夫,3-2,曼城
3813,2013-08-25 00:30,维拉,0-1,利物浦
3814,2013-08-24 22:00,埃弗顿,0-0,西布罗姆
3815,2013-08-24 22:00,赫尔城,1-0,诺维奇
3816,2013-08-24 22:00,纽卡斯,0-0,西汉姆
3817,2013-08-24 22:00,南安普,1-1,桑德兰
3818,2013-08-24 22:00,斯托克,2-1,水晶宫
3819,2013-08-24 19:45,富勒姆,1-3,阿森纳
3820,2013-09-01 23:00,阿森纳,1-0,热刺
3821,2013-09-01 20:30,西布罗姆,0-2,斯旺西
3822,2013-09-01 20:30,利物浦,1-0,曼联
3823,2013-09-01 00:30,水晶宫,3-1,桑德兰
3824,2013-08-31 22:00,诺维奇,1-0,南安普
3825,2013-08-31 22:00,纽卡斯,1-0,富勒姆
3826,2013-08-31 22:00,西汉姆,0-1,斯托克
3827,2013-08-31 22:00,加的夫,0-0,埃弗顿
3828,2013-08-31 19:45,曼城,2-0,赫尔城
3829,2013-08-22 02:45,切尔西,2-1,维拉
3830,2013-09-17 03:00,斯旺西,2-2,利物浦
3831,2013-09-15 23:00,南安普,0-0,西汉姆
3832,2013-09-15 00:30,埃弗顿,1-0,切尔西
3833,2013-09-14 22:00,桑德兰,1-3,阿森纳
3834,2013-09-14 22:00,斯托克,0-0,曼城
3835,2013-09-14 22:00,维拉,1-2,纽卡斯
3836,2013-09-14 22:00,赫尔城,1-1,加的夫
3837,2013-09-14 22:00,富勒姆,1-1,西布罗姆
3838,2013-09-14 22:00,热刺,2-0,诺维奇
3839,2013-09-14 19:45,曼联,2-0,水晶宫
3840,2013-09-22 23:00,曼城,4-1,曼联
3841,2013-09-22 23:00,加的夫,0-1,热刺
3842,2013-09-22 20:30,阿森纳,3-1,斯托克
3843,2013-09-22 20:30,水晶宫,0-2,斯旺西
3844,2013-09-22 00:30,切尔西,2-0,富勒姆
3845,2013-09-21 22:00,利物浦,0-1,南安普
3846,2013-09-21 22:00,纽卡斯,2-3,赫尔城
3847,2013-09-21 22:00,西布罗姆,3-0,桑德兰
3848,2013-09-21 22:00,西汉姆,2-3,埃弗顿
3849,2013-09-21 19:45,诺维奇,0-1,维拉
3850,2013-10-01 03:00,埃弗顿,3-2,纽卡斯
3851,2013-09-29 23:00,桑德兰,1-3,利物浦
3852,2013-09-29 20:30,斯托克,0-1,诺维奇
3853,2013-09-29 00:30,斯旺西,1-2,阿森纳
3854,2013-09-28 22:00,维拉,3-2,曼城
3855,2013-09-28 22:00,南安普,2-0,水晶宫
3856,2013-09-28 22:00,曼联,1-2,西布罗姆
3857,2013-09-28 22:00,赫尔城,1-0,西汉姆
3858,2013-09-28 22:00,富勒姆,1-2,加的夫
3859,2013-09-28 19:45,热刺,1-1,切尔西
3860,2013-10-06 23:00,西布罗姆,1-1,阿森纳
3861,2013-10-06 23:00,热刺,0-3,西汉姆
3862,2013-10-06 20:30,南安普,2-0,斯旺西
3863,2013-10-06 20:30,诺维奇,1-3,切尔西
3864,2013-10-06 00:30,桑德兰,1-2,曼联
3865,2013-10-05 22:00,利物浦,3-1,水晶宫
3866,2013-10-05 22:00,赫尔城,0-0,维拉
3867,2013-10-05 22:00,富勒姆,1-0,斯托克
3868,2013-10-05 22:00,加的夫,1-2,纽卡斯
3869,2013-10-05 19:45,曼城,3-1,埃弗顿
3870,2013-10-22 03:00,水晶宫,1-4,富勒姆
3871,2013-10-20 23:00,维拉,0-2,热刺
3872,2013-10-20 00:30,西汉姆,1-3,曼城
3873,2013-10-19 22:00,斯旺西,4-0,桑德兰
3874,2013-10-19 22:00,斯托克,0-0,西布罗姆
3875,2013-10-19 22:00,曼联,1-1,南安普
3876,2013-10-19 22:00,埃弗顿,2-1,赫尔城
3877,2013-10-19 22:00,切尔西,4-1,加的夫
